year,state,cityname,population2010,bingedrinking,smokingrate,nophysicalactivity,obesityrate,sleepdeprivation
2014,SC,Charleston,120083,19.9,17.4,19.4,28.0,34.7
2014,SC,Columbia,129272,15.9,20.3,24.9,34.4,40.9
2014,SC,Mount Pleasant,67843,22.9,13.7,14.6,22.7,30.3
2014,SC,North Charleston,97471,16.8,23.7,28.4,35.5,40.6
2014,SC,Rock Hill,66154,14.6,21.7,24.2,33.8,40.0
2014,SD,Rapid City,67956,17.9,22.1,20.3,28.1,28.6
2014,SD,Sioux Falls,153888,18.7,19.0,19.8,30.5,27.4
2014,TN,Chattanooga,167674,11.0,24.1,29.2,35.1,38.1
2014,TN,Clarksville,132929,11.7,23.2,28.2,30.8,38.3
2014,TN,Knoxville,178874,10.8,25.4,27.7,32.4,39.0
2014,TN,Memphis,646889,9.6,24.4,31.6,36.3,39.8
2014,TN,Murfreesboro,108755,12.4,21.7,24.5,29.9,36.7
2014,TN,Nashville,601222,12.3,22.6,26.7,31.1,36.3
2014,TX,Abilene,117063,16.2,19.6,27.7,33.7,35.4
2014,TX,Allen,84246,18.7,12.0,18.8,24.2,32.1
2014,TX,Amarillo,190695,16.5,18.5,27.9,32.0,32.9
2014,TX,Arlington,365438,15.3,17.0,26.0,32.2,35.5
2014,TX,Austin,790390,18.9,13.2,21.4,26.0,29.0
2014,TX,Baytown,71802,15.8,18.2,30.0,34.4,35.9
2014,TX,Beaumont,118296,15.0,20.9,30.4,37.4,38.1
2014,TX,Brownsville,175023,12.8,17.7,37.7,39.9,35.1
2014,TX,Bryan,76201,14.5,18.2,29.2,34.8,33.6
2014,TX,Carrollton,119097,16.4,14.5,23.8,26.8,31.8
2014,TX,College Station,93857,15.4,13.9,21.8,28.3,30.3
2014,TX,Corpus Christi,305215,17.0,17.7,29.0,37.3,35.4
2014,TX,Dallas,1197816,15.2,17.9,30.5,34.3,34.9
2014,TX,Denton,113383,16.4,16.9,24.1,29.9,32.3
2014,TX,Edinburg,77100,14.3,13.7,30.1,36.5,31.9
2014,TX,El Paso,649121,16.3,15.6,29.0,35.5,34.0
2014,TX,Fort Worth,741206,15.3,18.0,28.3,34.2,36.1
2014,TX,Frisco,116989,18.8,11.2,17.3,23.7,30.4
2014,TX,Garland,226876,15.6,17.4,29.2,30.8,34.0
2014,TX,Grand Prairie,175396,15.6,16.4,28.2,32.0,34.6
2014,TX,Houston,2099451,14.9,16.4,29.7,33.9,36.0
2014,TX,Irving,216290,15.2,15.9,28.3,29.7,33.1
2014,TX,Killeen,127921,14.7,19.1,28.7,33.8,37.8
2014,TX,Laredo,236091,13.6,16.9,37.6,38.6,33.3
2014,TX,League City,83560,17.6,13.7,18.3,26.8,31.0
2014,TX,Lewisville,95290,16.8,15.6,23.8,28.3,32.3
2014,TX,Longview,80455,16.0,20.6,28.7,35.7,36.0
2014,TX,Lubbock,229573,16.3,18.2,27.8,33.0,33.5
2014,TX,McAllen,129877,14.3,13.3,29.5,35.6,31.4
2014,TX,McKinney,131117,18.9,13.5,20.9,27.0,32.8
2014,TX,Mesquite,139824,16.2,17.9,28.1,32.1,34.1
2014,TX,Midland,111147,17.6,16.9,25.8,32.1,33.7
2014,TX,Mission,77058,14.4,13.9,30.1,35.8,31.7
2014,TX,Missouri City,67358,15.1,13.3,23.5,29.0,36.4
2014,TX,Odessa,99940,17.0,18.2,30.1,35.0,35.3
2014,TX,Pasadena,149043,15.9,17.1,31.0,33.6,34.6
2014,TX,Pearland,91252,16.6,12.8,20.7,27.5,30.9
2014,TX,Pharr,70400,13.1,16.2,35.6,39.6,33.5
2014,TX,Plano,259841,17.7,11.8,19.6,24.0,32.3
2014,TX,Richardson,99223,17.2,12.7,20.6,24.7,30.9
2014,TX,Round Rock,99887,17.5,13.9,21.3,32.2,30.5
2014,TX,San Angelo,93200,16.8,18.7,28.7,34.2,33.5
2014,TX,San Antonio,1327407,15.7,15.2,29.5,32.9,36.8
2014,TX,Sugar Land,78817,15.6,11.2,20.9,21.1,32.8
2014,TX,Tyler,96900,15.4,19.6,29.4,34.7,35.7
2014,TX,Waco,124805,15.1,20.8,31.6,36.4,35.9
2014,TX,Wichita Falls,104553,16.6,21.0,28.7,34.1,33.5
2014,UT,Layton,67311,9.5,9.7,16.9,27.0,32.0
2014,UT,Ogden,82825,9.9,15.4,23.1,33.9,36.8
2014,UT,Orem,88328,7.6,7.9,17.1,28.0,31.6
2014,UT,Provo,112488,7.1,8.4,18.3,29.4,32.2
2014,UT,Salt Lake City,186440,11.6,11.2,19.0,28.2,32.0
2014,UT,Sandy,87461,13.5,9.8,15.0,24.7,30.2
2014,UT,St. George,72897,10.2,10.2,18.3,26.1,31.9
2014,UT,West Jordan,103712,13.0,11.1,17.4,26.5,31.9
2014,UT,West Valley City,129480,11.2,13.7,23.6,30.4,34.7
2014,VA,Alexandria,139966,15.1,13.0,17.6,23.3,34.5
2014,VA,Chesapeake,222209,15.2,19.0,23.3,31.4,37.8
2014,VA,Hampton,137436,13.9,22.2,26.0,37.7,44.4
2014,VA,Lynchburg,75568,14.2,22.1,27.1,32.2,38.1
2014,VA,Newport News,180719,14.8,22.3,25.6,32.8,41.7
2014,VA,Norfolk,242803,16.2,22.4,26.7,33.1,39.9
2014,VA,Portsmouth,95535,14.3,22.8,28.7,38.6,40.0
2014,VA,Richmond,204214,15.0,24.3,25.7,33.1,40.0
2014,VA,Roanoke,97032,14.9,24.2,27.6,32.7,39.1
2014,VA,Suffolk,84585,14.4,21.4,25.7,33.6,39.3
2014,VA,Virginia Beach,437994,17.1,18.6,21.4,29.5,36.1
2014,VT,Burlington,42417,18.0,16.3,17.7,22.6,28.7
2014,WA,Auburn,70180,18.5,17.6,18.7,27.0,33.4
2014,WA,Bellevue,122363,18.2,9.6,12.2,18.8,29.1
2014,WA,Bellingham,80885,18.3,16.6,17.6,27.0,27.5
2014,WA,Everett,103019,16.0,18.2,20.4,32.3,35.7
2014,WA,Federal Way,89306,17.7,15.7,18.2,25.9,33.6
2014,WA,Kennewick,73917,18.0,18.6,21.6,31.2,33.1
2014,WA,Kent,92411,17.3,16.8,19.3,26.5,34.2
2014,WA,Renton,90927,17.7,14.1,16.8,23.5,32.9
2014,WA,Seattle,608660,19.1,11.7,13.6,22.4,29.9
2014,WA,Spokane,208916,18.5,19.6,19.7,32.6,32.9
2014,WA,Spokane Valley,89755,19.6,19.0,18.6,31.5,32.5
2014,WA,Tacoma,198397,16.9,20.2,21.6,30.8,37.7
2014,WA,Vancouver,161791,17.3,18.4,19.5,29.5,34.4
2014,WA,Yakima,91067,17.3,20.6,27.2,34.2,34.3
2014,WI,Appleton,72623,25.4,16.7,19.4,29.6,28.6
2014,WI,Green Bay,104057,24.0,20.5,23.2,32.3,32.0
2014,WI,Kenosha,99218,22.3,20.2,22.9,35.3,33.5
2014,WI,Madison,233209,22.7,14.0,17.7,27.5,30.3
2014,WI,Milwaukee,594833,19.8,23.7,28.6,39.0,40.8
2014,WI,Racine,78860,21.9,21.1,25.0,36.9,36.3
2014,WI,Waukesha,70718,23.5,16.8,18.9,30.7,29.7
2014,WV,Charleston,51400,11.8,24.1,23.6,33.2,38.3
2014,WY,Cheyenne,59466,16.4,21.8,24.2,29.6,31.4
