Year,StateAbbr,CityName,Population2010,CityFIPS,Binge drinking among adults aged >=18 Years,Current smoking among adults aged >=18 Years,No leisure-time physical activity among adults aged >=18 Years,Obesity among adults aged >=18 Years,Sleeping less than 7 hours among adults aged >=18 Years
2014,NM,Santa Fe,67947,3570500,14.3,16.0,17.0,19.4,27.1
2014,NV,Henderson,257729,3231900,17.6,17.7,20.5,26.1,36.2
2014,NV,Las Vegas,583756,3240000,15.9,20.4,26.2,30.3,38.9
2014,NV,North Las Vegas,216961,3251800,14.9,21.4,29.0,32.4,41.0
2014,NV,Reno,225221,3260600,19.0,19.3,20.3,22.8,33.7
2014,NV,Sparks,90264,3268400,19.4,19.3,20.5,22.6,33.9
2014,NY,Albany,97856,3601000,15.5,19.0,26.1,31.1,39.7
2014,NY,Buffalo,261310,3611000,15.6,22.8,31.2,36.3,43.6
2014,NY,Mount Vernon,67292,3649121,14.2,18.0,28.0,33.5,46.7
2014,NY,New Rochelle,77062,3650617,16.8,14.4,23.3,26.7,39.9
2014,NY,New York,8175133,3651000,15.5,16.8,28.8,26.3,41.0
2014,NY,Rochester,210565,3663000,14.3,22.8,30.1,38.6,42.4
2014,NY,Schenectady,66135,3665508,16.0,23.2,28.6,32.5,41.6
2014,NY,Syracuse,145170,3673000,14.8,24.1,30.7,33.7,39.7
2014,NY,Yonkers,195976,3684000,16.0,16.0,26.5,28.2,41.2
2014,OH,Akron,199110,3901000,14.8,26.8,31.0,37.3,44.1
2014,OH,Canton,73007,3912000,15.6,28.1,32.6,38.6,41.5
2014,OH,Cincinnati,296943,3915000,15.9,24.0,27.0,36.5,38.9
2014,OH,Cleveland,396815,3916000,15.2,27.9,34.2,42.1,45.4
2014,OH,Columbus,787033,3918000,17.0,21.7,27.0,35.0,40.2
2014,OH,Dayton,141527,3921000,13.6,28.7,32.2,47.2,45.7
2014,OH,Parma,81601,3961000,21.3,21.9,22.6,29.8,36.5
2014,OH,Toledo,287208,3977000,17.4,25.5,32.5,41.0,40.2
2014,OH,Youngstown,66982,3988000,14.4,30.2,36.5,43.8,46.0
2014,OK,Broken Arrow,98850,4009050,15.3,18.2,23.0,27.2,33.9
2014,OK,Edmond,81405,4023200,15.2,15.4,20.1,26.8,31.8
2014,OK,Lawton,96867,4041850,12.7,23.3,31.3,35.4,39.3
2014,OK,Norman,110925,4052500,14.3,19.6,26.3,30.6,34.0
2014,OK,Oklahoma City,579999,4055000,13.4,20.5,28.5,32.4,35.9
2014,OK,Tulsa,391906,4075000,13.4,21.4,28.1,31.7,36.6
2014,OR,Beaverton,89803,4105350,17.3,14.4,15.3,25.1,32.2
2014,OR,Bend,76639,4105800,20.1,16.0,14.6,26.1,30.0
2014,OR,Eugene,156185,4123850,18.9,17.7,14.9,28.7,31.4
2014,OR,Gresham,105594,4131250,20.1,22.0,18.9,26.9,31.1
2014,OR,Hillsboro,91611,4134100,17.7,15.5,16.2,26.0,32.8
2014,OR,Medford,74907,4147000,19.2,22.6,20.3,29.7,33.1
2014,OR,Portland,583776,4159000,20.4,17.9,15.4,24.3,29.2
2014,OR,Salem,154637,4164900,17.6,19.0,18.5,32.6,31.8
2014,PA,Allentown,118032,4202000,15.4,24.3,32.3,36.6,42.3
2014,PA,Bethlehem,74982,4206088,17.0,21.2,26.2,33.6,38.7
2014,PA,Erie,101786,4224000,16.9,27.6,26.1,36.0,37.3
2014,PA,Philadelphia,1526006,4260000,17.5,25.5,29.0,33.9,44.3
2014,PA,Pittsburgh,305704,4261000,18.9,23.1,24.6,33.1,40.5
2014,PA,Reading,88082,4263624,12.9,28.0,37.1,41.7,41.3
2014,PA,Scranton,76089,4269000,16.5,25.2,27.3,32.1,39.6
2014,RI,Cranston,80387,4419180,18.8,18.1,24.0,25.5,38.7
2014,RI,Pawtucket,71148,4454640,16.5,22.3,30.3,30.3,42.2
2014,RI,Providence,178042,4459000,14.9,20.2,32.2,31.6,42.4
2014,RI,Warwick,82672,4474300,20.0,18.3,22.0,28.9,36.5
2014,SC,Charleston,120083,4513330,19.9,17.4,19.4,28.0,34.7
2014,SC,Columbia,129272,4516000,15.9,20.3,24.9,34.4,40.9
2014,SC,Mount Pleasant,67843,4548535,22.9,13.7,14.6,22.7,30.3
2014,SC,North Charleston,97471,4550875,16.8,23.7,28.4,35.5,40.6
2014,SC,Rock Hill,66154,4561405,14.6,21.7,24.2,33.8,40.0
2014,SD,Rapid City,67956,4652980,17.9,22.1,20.3,28.1,28.6
2014,SD,Sioux Falls,153888,4659020,18.7,19.0,19.8,30.5,27.4
2014,TN,Chattanooga,167674,4714000,11.0,24.1,29.2,35.1,38.1
2014,TN,Clarksville,132929,4715160,11.7,23.2,28.2,30.8,38.3
2014,TN,Knoxville,178874,4740000,10.8,25.4,27.7,32.4,39.0
2014,TN,Memphis,646889,4748000,9.6,24.4,31.6,36.3,39.8
2014,TN,Murfreesboro,108755,4751560,12.4,21.7,24.5,29.9,36.7
2014,TN,Nashville,601222,4752006,12.3,22.6,26.7,31.1,36.3
2014,TX,Abilene,117063,4801000,16.2,19.6,27.7,33.7,35.4
2014,TX,Allen,84246,4801924,18.7,12.0,18.8,24.2,32.1
2014,TX,Amarillo,190695,4803000,16.5,18.5,27.9,32.0,32.9
2014,TX,Arlington,365438,4804000,15.3,17.0,26.0,32.2,35.5
2014,TX,Austin,790390,4805000,18.9,13.2,21.4,26.0,29.0
2014,TX,Baytown,71802,4806128,15.8,18.2,30.0,34.4,35.9
2014,TX,Beaumont,118296,4807000,15.0,20.9,30.4,37.4,38.1
2014,TX,Brownsville,175023,4810768,12.8,17.7,37.7,39.9,35.1
2014,TX,Bryan,76201,4810912,14.5,18.2,29.2,34.8,33.6
2014,TX,Carrollton,119097,4813024,16.4,14.5,23.8,26.8,31.8
2014,TX,College Station,93857,4815976,15.4,13.9,21.8,28.3,30.3
2014,TX,Corpus Christi,305215,4817000,17.0,17.7,29.0,37.3,35.4
2014,TX,Dallas,1197816,4819000,15.2,17.9,30.5,34.3,34.9
2014,TX,Denton,113383,4819972,16.4,16.9,24.1,29.9,32.3
2014,TX,Edinburg,77100,4822660,14.3,13.7,30.1,36.5,31.9
2014,TX,El Paso,649121,4824000,16.3,15.6,29.0,35.5,34.0
2014,TX,Fort Worth,741206,4827000,15.3,18.0,28.3,34.2,36.1
2014,TX,Frisco,116989,4827684,18.8,11.2,17.3,23.7,30.4
2014,TX,Garland,226876,4829000,15.6,17.4,29.2,30.8,34.0
2014,TX,Grand Prairie,175396,4830464,15.6,16.4,28.2,32.0,34.6
2014,TX,Houston,2099451,4835000,14.9,16.4,29.7,33.9,36.0
2014,TX,Irving,216290,4837000,15.2,15.9,28.3,29.7,33.1
2014,TX,Killeen,127921,4839148,14.7,19.1,28.7,33.8,37.8
2014,TX,Laredo,236091,4841464,13.6,16.9,37.6,38.6,33.3
2014,TX,League City,83560,4841980,17.6,13.7,18.3,26.8,31.0
2014,TX,Lewisville,95290,4842508,16.8,15.6,23.8,28.3,32.3
2014,TX,Longview,80455,4843888,16.0,20.6,28.7,35.7,36.0
2014,TX,Lubbock,229573,4845000,16.3,18.2,27.8,33.0,33.5
2014,TX,McAllen,129877,4845384,14.3,13.3,29.5,35.6,31.4
2014,TX,McKinney,131117,4845744,18.9,13.5,20.9,27.0,32.8
2014,TX,Mesquite,139824,4847892,16.2,17.9,28.1,32.1,34.1
2014,TX,Midland,111147,4848072,17.6,16.9,25.8,32.1,33.7
2014,TX,Mission,77058,4848768,14.4,13.9,30.1,35.8,31.7
2014,TX,Missouri City,67358,4848804,15.1,13.3,23.5,29.0,36.4
2014,TX,Odessa,99940,4853388,17.0,18.2,30.1,35.0,35.3
2014,TX,Pasadena,149043,4856000,15.9,17.1,31.0,33.6,34.6
2014,TX,Pearland,91252,4856348,16.6,12.8,20.7,27.5,30.9
2014,TX,Pharr,70400,4857200,13.1,16.2,35.6,39.6,33.5
2014,TX,Plano,259841,4858016,17.7,11.8,19.6,24.0,32.3
2014,TX,Richardson,99223,4861796,17.2,12.7,20.6,24.7,30.9
2014,TX,Round Rock,99887,4863500,17.5,13.9,21.3,32.2,30.5
2014,TX,San Angelo,93200,4864472,16.8,18.7,28.7,34.2,33.5
2014,TX,San Antonio,1327407,4865000,15.7,15.2,29.5,32.9,36.8
2014,TX,Sugar Land,78817,4870808,15.6,11.2,20.9,21.1,32.8
2014,TX,Tyler,96900,4874144,15.4,19.6,29.4,34.7,35.7
2014,TX,Waco,124805,4876000,15.1,20.8,31.6,36.4,35.9
2014,TX,Wichita Falls,104553,4879000,16.6,21.0,28.7,34.1,33.5
2014,UT,Layton,67311,4943660,9.5,9.7,16.9,27.0,32.0
2014,UT,Ogden,82825,4955980,9.9,15.4,23.1,33.9,36.8
2014,UT,Orem,88328,4957300,7.6,7.9,17.1,28.0,31.6
2014,UT,Provo,112488,4962470,7.1,8.4,18.3,29.4,32.2
2014,UT,Salt Lake City,186440,4967000,11.6,11.2,19.0,28.2,32.0
2014,UT,Sandy,87461,4967440,13.5,9.8,15.0,24.7,30.2
2014,UT,St. George,72897,4965330,10.2,10.2,18.3,26.1,31.9
2014,UT,West Jordan,103712,4982950,13.0,11.1,17.4,26.5,31.9
2014,UT,West Valley City,129480,4983470,11.2,13.7,23.6,30.4,34.7
2014,VA,Alexandria,139966,5101000,15.1,13.0,17.6,23.3,34.5
2014,VA,Chesapeake,222209,5116000,15.2,19.0,23.3,31.4,37.8
2014,VA,Hampton,137436,5135000,13.9,22.2,26.0,37.7,44.4
2014,VA,Lynchburg,75568,5147672,14.2,22.1,27.1,32.2,38.1
2014,VA,Newport News,180719,5156000,14.8,22.3,25.6,32.8,41.7
2014,VA,Norfolk,242803,5157000,16.2,22.4,26.7,33.1,39.9
2014,VA,Portsmouth,95535,5164000,14.3,22.8,28.7,38.6,40.0
2014,VA,Richmond,204214,5167000,15.0,24.3,25.7,33.1,40.0
2014,VA,Roanoke,97032,5168000,14.9,24.2,27.6,32.7,39.1
2014,VA,Suffolk,84585,5176432,14.4,21.4,25.7,33.6,39.3
2014,VA,Virginia Beach,437994,5182000,17.1,18.6,21.4,29.5,36.1
2014,VT,Burlington,42417,5010675,18.0,16.3,17.7,22.6,28.7
2014,WA,Auburn,70180,5303180,18.5,17.6,18.7,27.0,33.4
2014,WA,Bellevue,122363,5305210,18.2,9.6,12.2,18.8,29.1
2014,WA,Bellingham,80885,5305280,18.3,16.6,17.6,27.0,27.5
2014,WA,Everett,103019,5322640,16.0,18.2,20.4,32.3,35.7
2014,WA,Federal Way,89306,5323515,17.7,15.7,18.2,25.9,33.6
2014,WA,Kennewick,73917,5335275,18.0,18.6,21.6,31.2,33.1
2014,WA,Kent,92411,5335415,17.3,16.8,19.3,26.5,34.2
2014,WA,Renton,90927,5357745,17.7,14.1,16.8,23.5,32.9
2014,WA,Seattle,608660,5363000,19.1,11.7,13.6,22.4,29.9
2014,WA,Spokane,208916,5367000,18.5,19.6,19.7,32.6,32.9
2014,WA,Spokane Valley,89755,5367167,19.6,19.0,18.6,31.5,32.5
2014,WA,Tacoma,198397,5370000,16.9,20.2,21.6,30.8,37.7
2014,WA,Vancouver,161791,5374060,17.3,18.4,19.5,29.5,34.4
2014,WA,Yakima,91067,5380010,17.3,20.6,27.2,34.2,34.3
2014,WI,Appleton,72623,5502375,25.4,16.7,19.4,29.6,28.6
2014,WI,Green Bay,104057,5531000,24.0,20.5,23.2,32.3,32.0
2014,WI,Kenosha,99218,5539225,22.3,20.2,22.9,35.3,33.5
2014,WI,Madison,233209,5548000,22.7,14.0,17.7,27.5,30.3
2014,WI,Milwaukee,594833,5553000,19.8,23.7,28.6,39.0,40.8
2014,WI,Racine,78860,5566000,21.9,21.1,25.0,36.9,36.3
2014,WI,Waukesha,70718,5584250,23.5,16.8,18.9,30.7,29.7
2014,WV,Charleston,51400,5414600,11.8,24.1,23.6,33.2,38.3
2014,WY,Cheyenne,59466,5613900,16.4,21.8,24.2,29.6,31.4
