dma,State,geoCode,Year,cancer,cardiovascular,depression,diabetes,diarrhea,obesity,rehab,stroke,vaccine
Abilene-Sweetwater TX,TX,662,2004,27,0,67,45,32,28,17,16,50
Abilene-Sweetwater TX,TX,662,2005,51,29,10,21,30,29,57,36,23
Abilene-Sweetwater TX,TX,662,2006,43,38,21,31,57,32,36,20,36
Abilene-Sweetwater TX,TX,662,2007,55,32,32,61,26,32,72,64,28
Abilene-Sweetwater TX,TX,662,2008,54,7,30,43,55,21,85,61,24
Abilene-Sweetwater TX,TX,662,2009,59,28,17,65,78,22,77,37,26
Abilene-Sweetwater TX,TX,662,2010,55,33,26,36,21,24,68,42,43
Abilene-Sweetwater TX,TX,662,2011,51,26,44,48,52,16,58,46,32
Abilene-Sweetwater TX,TX,662,2012,58,27,59,58,50,35,71,57,44
Abilene-Sweetwater TX,TX,662,2013,57,33,81,79,76,65,95,64,78
Abilene-Sweetwater TX,TX,662,2014,70,53,76,69,77,39,91,59,75
Abilene-Sweetwater TX,TX,662,2015,60,32,78,80,74,65,100,51,61
Abilene-Sweetwater TX,TX,662,2016,61,50,65,80,77,48,100,69,66
Abilene-Sweetwater TX,TX,662,2017,56,32,64,88,77,31,92,68,80
Albany GA,GA,525,2004,44,5,43,46,16,18,27,12,24
Albany GA,GA,525,2005,69,20,14,20,9,17,28,28,29
Albany GA,GA,525,2006,48,32,25,41,28,27,40,23,28
Albany GA,GA,525,2007,72,24,36,54,24,35,41,43,29
Albany GA,GA,525,2008,66,23,28,44,34,16,50,65,17
Albany GA,GA,525,2009,60,20,20,58,54,42,55,57,31
Albany GA,GA,525,2010,63,43,26,44,26,37,54,42,48
Albany GA,GA,525,2011,62,64,62,81,50,62,67,49,59
Albany GA,GA,525,2012,64,55,65,70,68,75,53,70,42
Albany GA,GA,525,2013,68,57,70,73,65,55,47,75,56
Albany GA,GA,525,2014,76,71,64,77,64,64,62,64,52
Albany GA,GA,525,2015,69,53,66,82,67,65,53,55,55
Albany GA,GA,525,2016,63,67,59,79,68,56,47,67,51
Albany GA,GA,525,2017,63,50,62,81,73,47,52,69,54
Albany-Schenectady-Troy NY,NY,532,2004,47,7,49,31,19,26,18,14,34
Albany-Schenectady-Troy NY,NY,532,2005,67,13,13,21,26,18,26,53,27
Albany-Schenectady-Troy NY,NY,532,2006,52,21,24,39,41,24,31,22,39
Albany-Schenectady-Troy NY,NY,532,2007,67,24,38,53,19,29,39,51,44
Albany-Schenectady-Troy NY,NY,532,2008,69,17,31,46,56,27,61,64,25
Albany-Schenectady-Troy NY,NY,532,2009,62,15,22,62,59,38,45,56,43
Albany-Schenectady-Troy NY,NY,532,2010,66,34,29,38,32,32,57,42,52
Albany-Schenectady-Troy NY,NY,532,2011,61,31,62,64,59,36,62,57,64
Albany-Schenectady-Troy NY,NY,532,2012,67,30,70,60,68,54,57,57,64
Albany-Schenectady-Troy NY,NY,532,2013,69,26,73,69,69,50,50,64,72
Albany-Schenectady-Troy NY,NY,532,2014,76,31,67,71,68,48,57,59,74
Albany-Schenectady-Troy NY,NY,532,2015,68,33,69,70,71,57,56,55,71
Albany-Schenectady-Troy NY,NY,532,2016,71,28,61,73,75,45,52,60,70
Albany-Schenectady-Troy NY,NY,532,2017,67,24,65,74,72,48,54,66,76
Albuquerque-Santa Fe NM,NM,790,2004,43,6,44,45,13,32,13,13,30
Albuquerque-Santa Fe NM,NM,790,2005,63,8,11,29,31,14,22,48,29
Albuquerque-Santa Fe NM,NM,790,2006,49,16,22,51,43,22,29,24,48
Albuquerque-Santa Fe NM,NM,790,2007,66,22,38,61,18,29,31,50,49
Albuquerque-Santa Fe NM,NM,790,2008,62,13,31,53,45,24,50,63,29
Albuquerque-Santa Fe NM,NM,790,2009,61,18,21,73,56,42,46,55,36
Albuquerque-Santa Fe NM,NM,790,2010,65,37,29,50,32,31,52,41,57
Albuquerque-Santa Fe NM,NM,790,2011,60,27,60,79,62,35,57,55,64
Albuquerque-Santa Fe NM,NM,790,2012,60,30,67,70,59,53,51,56,67
Albuquerque-Santa Fe NM,NM,790,2013,66,34,70,78,65,54,46,61,68
Albuquerque-Santa Fe NM,NM,790,2014,68,33,64,81,65,48,52,57,64
Albuquerque-Santa Fe NM,NM,790,2015,62,39,64,76,67,53,50,53,62
Albuquerque-Santa Fe NM,NM,790,2016,61,40,61,83,70,47,52,58,59
Albuquerque-Santa Fe NM,NM,790,2017,61,29,64,80,68,49,45,65,71
Alexandria LA,LA,644,2004,36,0,64,55,44,38,26,49,51
Alexandria LA,LA,644,2005,53,0,11,20,72,26,0,57,49
Alexandria LA,LA,644,2006,34,42,24,40,62,21,59,20,100
Alexandria LA,LA,644,2007,47,47,33,35,27,14,39,59,28
Alexandria LA,LA,644,2008,54,23,27,42,41,21,59,40,17
Alexandria LA,LA,644,2009,45,37,21,58,47,28,57,41,17
Alexandria LA,LA,644,2010,58,42,21,27,26,32,47,48,47
Alexandria LA,LA,644,2011,51,38,52,75,65,25,72,56,50
Alexandria LA,LA,644,2012,58,29,82,55,55,64,59,61,44
Alexandria LA,LA,644,2013,52,38,69,65,77,45,55,69,54
Alexandria LA,LA,644,2014,68,48,60,60,81,48,56,55,44
Alexandria LA,LA,644,2015,62,60,66,68,91,58,61,63,52
Alexandria LA,LA,644,2016,61,43,58,79,79,54,63,70,65
Alexandria LA,LA,644,2017,58,42,63,70,94,37,84,79,47
Alpena MI,MI,583,2004,69,0,97,100,0,0,0,100,0
Alpena MI,MI,583,2005,43,0,100,100,0,0,0,0,0
Alpena MI,MI,583,2006,82,0,100,100,0,0,0,100,0
Alpena MI,MI,583,2007,0,0,100,0,0,0,100,0,0
Alpena MI,MI,583,2008,92,0,100,100,0,0,0,0,100
Alpena MI,MI,583,2009,79,0,100,89,0,0,100,0,100
Alpena MI,MI,583,2010,65,0,100,100,100,0,100,100,0
Alpena MI,MI,583,2011,59,0,100,65,47,0,46,100,76
Alpena MI,MI,583,2012,66,0,93,53,71,0,72,63,87
Alpena MI,MI,583,2013,66,0,81,70,100,0,49,87,79
Alpena MI,MI,583,2014,64,0,87,86,76,0,36,59,68
Alpena MI,MI,583,2015,67,0,85,62,95,0,53,94,68
Alpena MI,MI,583,2016,78,0,74,79,90,0,52,100,65
Alpena MI,MI,583,2017,82,0,85,78,95,0,45,84,63
Amarillo TX,TX,634,2004,41,6,51,42,12,20,14,16,20
Amarillo TX,TX,634,2005,49,17,11,33,17,15,31,37,53
Amarillo TX,TX,634,2006,46,21,28,41,29,33,20,22,35
Amarillo TX,TX,634,2007,59,29,38,54,19,28,26,59,45
Amarillo TX,TX,634,2008,51,20,27,41,44,21,54,49,30
Amarillo TX,TX,634,2009,51,9,21,59,38,31,34,53,28
Amarillo TX,TX,634,2010,61,33,30,32,29,21,48,44,51
Amarillo TX,TX,634,2011,51,31,65,67,69,25,62,47,59
Amarillo TX,TX,634,2012,55,31,69,69,66,29,50,56,68
Amarillo TX,TX,634,2013,62,32,62,67,69,35,54,60,68
Amarillo TX,TX,634,2014,67,34,67,74,77,39,62,54,58
Amarillo TX,TX,634,2015,61,37,65,75,81,45,61,50,60
Amarillo TX,TX,634,2016,61,34,54,83,88,35,46,56,61
Amarillo TX,TX,634,2017,58,34,62,73,84,38,48,67,85
Anchorage AK,AK,743,2004,35,5,35,38,11,24,13,16,31
Anchorage AK,AK,743,2005,57,6,11,23,24,16,13,47,27
Anchorage AK,AK,743,2006,43,16,20,43,51,19,17,26,35
Anchorage AK,AK,743,2007,50,13,38,60,15,19,25,65,38
Anchorage AK,AK,743,2008,53,13,25,42,46,22,40,70,25
Anchorage AK,AK,743,2009,48,14,18,56,50,29,27,68,32
Anchorage AK,AK,743,2010,48,23,23,40,29,21,35,50,42
Anchorage AK,AK,743,2011,46,26,51,67,62,26,37,59,56
Anchorage AK,AK,743,2012,48,22,58,58,54,46,33,64,60
Anchorage AK,AK,743,2013,56,27,61,67,58,43,30,74,66
Anchorage AK,AK,743,2014,62,32,55,68,60,41,33,68,74
Anchorage AK,AK,743,2015,54,29,56,72,62,48,33,67,67
Anchorage AK,AK,743,2016,53,39,55,88,65,45,27,71,69
Anchorage AK,AK,743,2017,57,19,59,81,67,50,28,80,85
Atlanta GA,GA,524,2004,42,6,35,36,13,23,19,15,36
Atlanta GA,GA,524,2005,63,17,9,21,22,16,28,37,28
Atlanta GA,GA,524,2006,50,21,20,37,40,19,34,21,36
Atlanta GA,GA,524,2007,65,33,31,52,19,26,35,50,40
Atlanta GA,GA,524,2008,66,21,26,42,50,19,56,54,22
Atlanta GA,GA,524,2009,60,24,17,56,53,35,42,46,33
Atlanta GA,GA,524,2010,62,46,22,36,26,26,52,37,41
Atlanta GA,GA,524,2011,55,36,48,58,64,31,59,54,51
Atlanta GA,GA,524,2012,59,35,54,52,60,40,55,54,46
Atlanta GA,GA,524,2013,63,33,55,58,66,41,52,58,50
Atlanta GA,GA,524,2014,72,41,51,64,63,35,56,53,51
Atlanta GA,GA,524,2015,65,45,54,64,63,45,55,50,53
Atlanta GA,GA,524,2016,66,45,52,73,68,43,51,58,57
Atlanta GA,GA,524,2017,64,37,54,72,65,48,48,62,65
Augusta GA,GA,520,2004,48,12,39,37,14,33,18,26,24
Augusta GA,GA,520,2005,67,21,12,24,19,21,42,58,23
Augusta GA,GA,520,2006,50,24,21,52,53,31,41,28,15
Augusta GA,GA,520,2007,73,57,41,63,24,36,36,63,38
Augusta GA,GA,520,2008,71,26,35,49,58,25,79,67,20
Augusta GA,GA,520,2009,62,38,20,72,57,40,41,59,31
Augusta GA,GA,520,2010,77,100,26,51,25,36,60,52,44
Augusta GA,GA,520,2011,60,75,58,83,65,40,71,66,60
Augusta GA,GA,520,2012,65,56,69,72,60,72,74,71,50
Augusta GA,GA,520,2013,68,57,65,75,63,70,57,70,53
Augusta GA,GA,520,2014,69,28,54,59,72,24,70,62,41
Augusta GA,GA,520,2015,61,32,56,61,76,31,77,60,37
Augusta GA,GA,520,2016,66,70,57,79,74,55,62,70,60
Augusta GA,GA,520,2017,68,50,61,79,69,61,58,75,67
Austin TX,TX,635,2004,37,5,38,33,17,22,18,13,31
Austin TX,TX,635,2005,53,15,10,19,30,15,24,35,28
Austin TX,TX,635,2006,44,20,18,35,44,19,31,22,38
Austin TX,TX,635,2007,56,31,31,49,24,23,36,42,45
Austin TX,TX,635,2008,55,21,27,42,60,20,57,50,22
Austin TX,TX,635,2009,51,23,18,57,59,33,44,46,33
Austin TX,TX,635,2010,54,37,25,38,27,27,58,35,44
Austin TX,TX,635,2011,51,28,49,60,68,27,65,50,59
Austin TX,TX,635,2012,53,28,57,56,64,39,64,51,61
Austin TX,TX,635,2013,58,27,57,65,67,45,60,57,68
Austin TX,TX,635,2014,66,30,51,67,69,35,64,52,63
Austin TX,TX,635,2015,56,36,53,67,61,44,54,45,61
Austin TX,TX,635,2016,56,33,50,73,63,40,49,52,62
Austin TX,TX,635,2017,57,30,54,73,63,43,51,54,76
Bakersfield CA,CA,800,2004,38,5,58,41,20,35,10,14,28
Bakersfield CA,CA,800,2005,50,11,12,20,19,25,20,50,18
Bakersfield CA,CA,800,2006,38,13,18,37,50,26,22,18,23
Bakersfield CA,CA,800,2007,56,22,37,46,13,38,25,36,28
Bakersfield CA,CA,800,2008,53,9,27,40,32,38,49,68,16
Bakersfield CA,CA,800,2009,46,15,19,41,44,42,33,42,27
Bakersfield CA,CA,800,2010,50,26,24,39,23,32,52,29,33
Bakersfield CA,CA,800,2011,47,26,54,65,74,51,55,51,58
Bakersfield CA,CA,800,2012,53,35,62,51,60,50,38,52,46
Bakersfield CA,CA,800,2013,56,38,64,64,80,55,32,49,55
Bakersfield CA,CA,800,2014,67,37,60,73,71,45,36,53,56
Bakersfield CA,CA,800,2015,58,43,60,75,67,60,31,48,56
Bakersfield CA,CA,800,2016,60,52,56,79,75,52,31,51,50
Bakersfield CA,CA,800,2017,59,44,60,78,77,51,26,58,61
Baltimore MD,MD,512,2004,51,9,44,40,16,29,18,18,44
Baltimore MD,MD,512,2005,69,23,11,22,24,19,28,43,35
Baltimore MD,MD,512,2006,55,26,24,40,48,26,38,22,53
Baltimore MD,MD,512,2007,72,44,37,54,23,34,39,57,53
Baltimore MD,MD,512,2008,72,30,31,47,59,27,66,61,31
Baltimore MD,MD,512,2009,66,31,21,67,61,49,54,56,45
Baltimore MD,MD,512,2010,70,65,28,42,30,35,70,43,58
Baltimore MD,MD,512,2011,66,50,58,75,61,42,66,59,71
Baltimore MD,MD,512,2012,67,50,69,69,61,64,64,61,66
Baltimore MD,MD,512,2013,70,45,68,72,64,62,58,65,73
Baltimore MD,MD,512,2014,80,52,62,79,63,59,66,58,78
Baltimore MD,MD,512,2015,71,55,61,80,64,74,61,56,77
Baltimore MD,MD,512,2016,71,54,59,86,67,61,54,58,71
Baltimore MD,MD,512,2017,68,42,60,85,66,67,56,65,79
Bangor ME,ME,537,2004,49,13,74,44,11,48,14,21,62
Bangor ME,ME,537,2005,77,26,19,23,25,46,26,48,46
Bangor ME,ME,537,2006,54,32,41,43,38,47,23,22,40
Bangor ME,ME,537,2007,78,45,70,64,18,58,43,58,44
Bangor ME,ME,537,2008,78,18,48,54,27,37,59,75,25
Bangor ME,ME,537,2009,64,15,33,68,55,61,43,70,46
Bangor ME,ME,537,2010,66,46,40,40,23,39,56,43,46
Bangor ME,ME,537,2011,66,40,62,70,64,54,75,72,75
Bangor ME,ME,537,2012,70,40,77,72,71,55,66,74,70
Bangor ME,ME,537,2013,72,37,81,74,58,52,59,78,74
Bangor ME,ME,537,2014,78,36,79,70,68,47,67,80,70
Bangor ME,ME,537,2015,71,44,79,84,66,65,66,68,81
Bangor ME,ME,537,2016,72,52,65,92,77,53,54,78,80
Bangor ME,ME,537,2017,70,33,72,87,67,78,57,95,88
Baton Rouge LA,LA,716,2004,43,12,34,49,16,38,20,19,25
Baton Rouge LA,LA,716,2005,61,15,11,19,19,18,31,39,26
Baton Rouge LA,LA,716,2006,45,21,20,39,42,30,34,27,42
Baton Rouge LA,LA,716,2007,55,38,31,58,27,37,36,58,39
Baton Rouge LA,LA,716,2008,62,25,27,47,59,34,64,54,23
Baton Rouge LA,LA,716,2009,59,26,19,72,61,55,46,55,30
Baton Rouge LA,LA,716,2010,63,51,27,44,32,41,68,43,49
Baton Rouge LA,LA,716,2011,60,60,57,68,69,43,70,57,51
Baton Rouge LA,LA,716,2012,59,50,58,60,66,59,69,61,48
Baton Rouge LA,LA,716,2013,62,51,67,69,71,62,66,70,53
Baton Rouge LA,LA,716,2014,71,64,59,70,72,47,74,61,56
Baton Rouge LA,LA,716,2015,62,64,64,70,72,58,73,55,53
Baton Rouge LA,LA,716,2016,57,67,56,68,69,58,58,61,56
Baton Rouge LA,LA,716,2017,57,51,60,66,68,57,60,67,66
Beaumont-Port Arthur TX,TX,692,2004,45,10,20,47,20,39,8,18,35
Beaumont-Port Arthur TX,TX,692,2005,52,17,12,28,28,8,20,39,31
Beaumont-Port Arthur TX,TX,692,2006,44,23,19,36,20,15,35,26,30
Beaumont-Port Arthur TX,TX,692,2007,51,22,34,44,26,34,26,57,24
Beaumont-Port Arthur TX,TX,692,2008,65,20,26,41,55,13,51,45,18
Beaumont-Port Arthur TX,TX,692,2009,57,27,22,70,66,41,47,44,36
Beaumont-Port Arthur TX,TX,692,2010,63,49,29,42,28,34,56,51,48
Beaumont-Port Arthur TX,TX,692,2011,56,34,47,66,62,31,70,63,54
Beaumont-Port Arthur TX,TX,692,2012,60,51,59,57,68,41,50,61,52
Beaumont-Port Arthur TX,TX,692,2013,61,43,56,70,75,47,46,74,66
Beaumont-Port Arthur TX,TX,692,2014,70,65,61,69,66,38,52,56,63
Beaumont-Port Arthur TX,TX,692,2015,65,57,67,70,68,56,45,53,56
Beaumont-Port Arthur TX,TX,692,2016,61,44,52,75,76,26,46,63,52
Beaumont-Port Arthur TX,TX,692,2017,59,45,61,75,71,35,51,74,61
Bend OR,OR,821,2004,53,12,48,45,12,46,14,18,55
Bend OR,OR,821,2005,59,17,10,18,28,19,33,37,35
Bend OR,OR,821,2006,49,18,18,35,45,20,23,24,52
Bend OR,OR,821,2007,59,24,41,48,21,25,36,63,30
Bend OR,OR,821,2008,58,6,29,43,65,22,65,71,22
Bend OR,OR,821,2009,53,14,19,45,44,12,34,60,39
Bend OR,OR,821,2010,55,17,28,34,32,23,57,43,46
Bend OR,OR,821,2011,53,34,60,57,53,37,64,58,75
Bend OR,OR,821,2012,60,38,67,52,51,52,41,69,76
Bend OR,OR,821,2013,60,23,73,57,61,63,45,76,67
Bend OR,OR,821,2014,72,37,65,71,59,37,52,66,80
Bend OR,OR,821,2015,67,28,59,62,63,54,45,51,83
Bend OR,OR,821,2016,66,43,57,61,63,41,41,72,70
Bend OR,OR,821,2017,60,26,59,61,55,50,39,81,77
"Billings, MT",MT,756,2004,34,18,100,49,20,35,25,20,59
"Billings, MT",MT,756,2005,59,27,24,28,37,29,33,68,19
"Billings, MT",MT,756,2006,45,33,39,33,49,27,20,39,32
"Billings, MT",MT,756,2007,65,33,45,48,18,27,28,76,37
"Billings, MT",MT,756,2008,60,17,43,47,33,30,51,51,26
"Billings, MT",MT,756,2009,57,9,28,64,50,43,45,53,38
"Billings, MT",MT,756,2010,65,31,26,42,23,32,60,66,55
"Billings, MT",MT,756,2011,54,34,60,62,59,31,74,67,63
"Billings, MT",MT,756,2012,58,35,69,65,56,47,61,59,62
"Billings, MT",MT,756,2013,59,30,71,72,68,45,54,70,74
"Billings, MT",MT,756,2014,68,21,67,76,75,44,60,73,72
"Billings, MT",MT,756,2015,63,40,67,70,74,58,55,61,89
"Billings, MT",MT,756,2016,58,38,58,83,71,50,46,63,71
"Billings, MT",MT,756,2017,65,31,71,81,65,36,50,78,87
Biloxi-Gulfport MS,MS,746,2004,37,6,23,37,17,20,16,15,27
Biloxi-Gulfport MS,MS,746,2005,49,13,10,16,40,15,15,40,27
Biloxi-Gulfport MS,MS,746,2006,42,14,18,31,28,9,26,31,15
Biloxi-Gulfport MS,MS,746,2007,61,35,39,61,27,22,37,67,28
Biloxi-Gulfport MS,MS,746,2008,62,25,24,42,35,22,64,76,14
Biloxi-Gulfport MS,MS,746,2009,54,23,17,52,56,25,42,66,21
Biloxi-Gulfport MS,MS,746,2010,55,44,20,34,29,13,55,44,33
Biloxi-Gulfport MS,MS,746,2011,55,45,56,65,56,36,55,73,51
Biloxi-Gulfport MS,MS,746,2012,63,38,66,65,62,43,62,79,55
Biloxi-Gulfport MS,MS,746,2013,63,47,66,68,77,59,48,85,52
Biloxi-Gulfport MS,MS,746,2014,66,45,64,75,75,41,64,71,47
Biloxi-Gulfport MS,MS,746,2015,64,44,62,74,79,56,61,60,54
Biloxi-Gulfport MS,MS,746,2016,62,43,56,88,74,47,57,63,44
Biloxi-Gulfport MS,MS,746,2017,63,31,55,83,66,37,53,86,56
Binghamton NY,NY,502,2004,48,3,50,37,24,31,12,16,37
Binghamton NY,NY,502,2005,62,8,13,18,23,24,25,44,21
Binghamton NY,NY,502,2006,54,19,27,26,34,30,20,26,35
Binghamton NY,NY,502,2007,61,20,43,54,25,43,28,56,45
Binghamton NY,NY,502,2008,65,15,37,41,85,28,57,62,29
Binghamton NY,NY,502,2009,58,19,25,49,68,54,36,59,43
Binghamton NY,NY,502,2010,64,34,34,31,37,41,44,49,46
Binghamton NY,NY,502,2011,60,27,66,62,73,42,56,53,48
Binghamton NY,NY,502,2012,62,29,74,63,68,61,47,54,56
Binghamton NY,NY,502,2013,68,34,78,70,65,52,42,70,66
Binghamton NY,NY,502,2014,80,36,74,72,75,65,50,63,66
Binghamton NY,NY,502,2015,64,31,69,75,84,67,46,59,73
Binghamton NY,NY,502,2016,74,33,66,74,79,70,44,66,72
Binghamton NY,NY,502,2017,68,24,69,72,78,61,44,71,77
Birmingham AL,AL,630,2004,48,11,37,42,15,27,25,22,39
Birmingham AL,AL,630,2005,71,21,11,26,29,22,34,54,24
Birmingham AL,AL,630,2006,53,31,21,44,46,29,46,27,43
Birmingham AL,AL,630,2007,70,52,39,64,21,36,49,70,43
Birmingham AL,AL,630,2008,69,33,30,48,57,27,70,73,22
Birmingham AL,AL,630,2009,64,40,21,63,57,38,54,60,27
Birmingham AL,AL,630,2010,69,84,26,42,31,34,71,50,42
Birmingham AL,AL,630,2011,64,62,57,76,66,43,81,64,51
Birmingham AL,AL,630,2012,66,69,67,68,65,55,77,63,55
Birmingham AL,AL,630,2013,71,67,71,73,70,55,74,72,57
Birmingham AL,AL,630,2014,78,70,67,77,73,52,79,64,59
Birmingham AL,AL,630,2015,69,85,67,76,70,63,76,62,54
Birmingham AL,AL,630,2016,71,75,61,81,77,49,74,69,56
Birmingham AL,AL,630,2017,68,64,61,81,70,49,79,81,65
Bluefield-Beckley-Oak Hill WV,WV,559,2004,56,0,46,23,0,67,19,24,36
Bluefield-Beckley-Oak Hill WV,WV,559,2005,100,78,12,25,0,51,23,63,24
Bluefield-Beckley-Oak Hill WV,WV,559,2006,50,28,16,49,41,51,32,17,88
Bluefield-Beckley-Oak Hill WV,WV,559,2007,61,30,50,57,23,35,41,70,28
Bluefield-Beckley-Oak Hill WV,WV,559,2008,69,22,31,40,61,43,80,76,53
Bluefield-Beckley-Oak Hill WV,WV,559,2009,60,21,21,43,69,18,34,100,54
Bluefield-Beckley-Oak Hill WV,WV,559,2010,73,33,20,51,28,19,68,46,44
Bluefield-Beckley-Oak Hill WV,WV,559,2011,69,22,62,86,66,40,62,69,82
Bluefield-Beckley-Oak Hill WV,WV,559,2012,68,26,74,64,85,41,63,75,67
Bluefield-Beckley-Oak Hill WV,WV,559,2013,70,29,81,74,91,45,47,74,67
Bluefield-Beckley-Oak Hill WV,WV,559,2014,86,38,71,78,100,41,51,72,73
Bluefield-Beckley-Oak Hill WV,WV,559,2015,76,41,83,89,100,65,56,71,63
Bluefield-Beckley-Oak Hill WV,WV,559,2016,78,33,74,80,97,57,45,73,69
Bluefield-Beckley-Oak Hill WV,WV,559,2017,84,34,82,79,90,61,51,81,85
Boise ID,ID,757,2004,39,4,38,39,13,42,22,16,30
Boise ID,ID,757,2005,52,8,14,21,26,22,33,39,25
Boise ID,ID,757,2006,42,18,25,39,41,33,29,24,34
Boise ID,ID,757,2007,51,24,34,60,17,37,37,60,35
Boise ID,ID,757,2008,56,17,34,45,50,28,66,63,25
Boise ID,ID,757,2009,49,19,23,67,53,44,48,61,35
Boise ID,ID,757,2010,55,39,28,47,29,32,66,42,44
Boise ID,ID,757,2011,47,25,57,71,62,31,86,57,63
Boise ID,ID,757,2012,52,29,68,64,57,55,80,59,60
Boise ID,ID,757,2013,54,29,69,66,68,57,74,70,67
Boise ID,ID,757,2014,62,37,64,73,66,49,70,59,60
Boise ID,ID,757,2015,56,36,67,70,68,60,63,59,64
Boise ID,ID,757,2016,56,38,60,73,72,50,62,60,61
Boise ID,ID,757,2017,58,28,58,81,68,54,65,70,70
Boston MA-Manchester NH,NH,506,2004,48,6,38,37,14,27,25,15,34
Boston MA-Manchester NH,NH,506,2005,69,16,11,22,25,15,36,41,31
Boston MA-Manchester NH,NH,506,2006,56,20,22,38,40,21,46,23,44
Boston MA-Manchester NH,NH,506,2007,73,31,37,54,21,28,49,51,44
Boston MA-Manchester NH,NH,506,2008,72,21,30,46,52,22,79,61,26
Boston MA-Manchester NH,NH,506,2009,63,19,20,61,55,36,60,50,40
Boston MA-Manchester NH,NH,506,2010,65,37,25,37,29,24,75,37,46
Boston MA-Manchester NH,NH,506,2011,61,36,55,65,61,33,91,54,64
Boston MA-Manchester NH,NH,506,2012,64,34,64,58,62,44,89,55,61
Boston MA-Manchester NH,NH,506,2013,67,33,67,63,64,48,81,61,67
Boston MA-Manchester NH,NH,506,2014,77,40,61,67,62,43,88,54,65
Boston MA-Manchester NH,NH,506,2015,69,44,64,71,62,58,79,50,67
Boston MA-Manchester NH,NH,506,2016,68,44,57,76,63,53,71,54,66
Boston MA-Manchester NH,NH,506,2017,70,37,62,74,58,58,72,58,76
Bowling Green KY,KY,736,2004,39,5,54,31,18,47,18,14,25
Bowling Green KY,KY,736,2005,63,28,17,20,45,35,20,46,17
Bowling Green KY,KY,736,2006,54,23,22,44,50,68,43,24,23
Bowling Green KY,KY,736,2007,59,35,39,52,21,44,34,55,47
Bowling Green KY,KY,736,2008,66,25,30,48,59,51,54,72,24
Bowling Green KY,KY,736,2009,61,17,20,70,65,42,58,67,36
Bowling Green KY,KY,736,2010,72,36,26,39,43,43,67,46,45
Bowling Green KY,KY,736,2011,58,25,61,57,68,47,72,57,53
Bowling Green KY,KY,736,2012,60,19,62,58,65,71,79,66,49
Bowling Green KY,KY,736,2013,72,28,57,66,77,34,71,64,61
Bowling Green KY,KY,736,2014,75,29,54,64,75,26,70,61,49
Bowling Green KY,KY,736,2015,64,28,56,64,78,41,66,68,51
Bowling Green KY,KY,736,2016,69,42,58,74,71,58,70,66,59
Bowling Green KY,KY,736,2017,67,32,62,75,97,52,75,79,68
Buffalo NY,NY,514,2004,49,5,49,37,16,26,18,20,25
Buffalo NY,NY,514,2005,73,12,12,22,21,25,24,38,25
Buffalo NY,NY,514,2006,57,17,29,38,40,29,31,24,34
Buffalo NY,NY,514,2007,78,32,46,57,18,38,40,54,40
Buffalo NY,NY,514,2008,79,21,37,47,43,37,71,67,25
Buffalo NY,NY,514,2009,69,23,23,68,45,55,52,57,43
Buffalo NY,NY,514,2010,75,33,31,42,26,33,54,44,45
Buffalo NY,NY,514,2011,69,29,63,68,64,36,65,61,54
Buffalo NY,NY,514,2012,71,34,77,64,65,56,58,59,64
Buffalo NY,NY,514,2013,75,30,75,69,70,53,53,64,65
Buffalo NY,NY,514,2014,84,36,65,71,66,47,64,60,64
Buffalo NY,NY,514,2015,72,38,66,74,72,55,62,55,64
Buffalo NY,NY,514,2016,71,41,61,78,76,50,59,61,64
Buffalo NY,NY,514,2017,72,32,66,76,74,52,61,65,70
Burlington VT-Plattsburgh NY,NY,523,2004,49,6,53,38,10,43,21,14,44
Burlington VT-Plattsburgh NY,NY,523,2005,74,14,13,24,26,30,30,45,31
Burlington VT-Plattsburgh NY,NY,523,2006,55,27,28,40,44,25,36,22,56
Burlington VT-Plattsburgh NY,NY,523,2007,72,37,46,55,22,46,43,46,49
Burlington VT-Plattsburgh NY,NY,523,2008,72,22,37,47,60,32,68,65,32
Burlington VT-Plattsburgh NY,NY,523,2009,61,21,21,60,58,47,52,54,42
Burlington VT-Plattsburgh NY,NY,523,2010,56,33,22,28,25,18,57,37,33
Burlington VT-Plattsburgh NY,NY,523,2011,62,30,65,62,66,45,78,55,71
Burlington VT-Plattsburgh NY,NY,523,2012,65,33,74,60,59,65,74,64,77
Burlington VT-Plattsburgh NY,NY,523,2013,65,32,76,61,64,64,64,67,77
Burlington VT-Plattsburgh NY,NY,523,2014,72,37,68,65,61,55,70,65,70
Burlington VT-Plattsburgh NY,NY,523,2015,65,37,70,67,66,66,69,55,77
Burlington VT-Plattsburgh NY,NY,523,2016,66,37,67,72,70,68,65,63,72
Burlington VT-Plattsburgh NY,NY,523,2017,68,30,72,68,68,59,63,75,90
Butte-Bozeman MT,MT,754,2004,46,0,35,27,20,62,17,15,42
Butte-Bozeman MT,MT,754,2005,62,19,12,21,58,30,17,49,44
Butte-Bozeman MT,MT,754,2006,47,16,34,32,50,19,36,27,70
Butte-Bozeman MT,MT,754,2007,61,15,51,54,20,38,26,61,76
Butte-Bozeman MT,MT,754,2008,53,15,40,39,41,26,43,95,39
Butte-Bozeman MT,MT,754,2009,48,31,28,57,46,43,33,51,43
Butte-Bozeman MT,MT,754,2010,56,35,32,38,19,35,41,39,54
Butte-Bozeman MT,MT,754,2011,48,28,59,66,44,37,56,59,89
