dma,State,geoCode,Year,cancer,cardiovascular,depression,diabetes,diarrhea,obesity,rehab,stroke,vaccine
Richmond-Petersburg VA,VA,556,2017,66,52,67,82,63,56,47,67,71
Roanoke-Lynchburg VA,VA,573,2004,42,7,51,28,9,35,16,16,26
Roanoke-Lynchburg VA,VA,573,2005,62,9,12,19,21,20,22,34,30
Roanoke-Lynchburg VA,VA,573,2006,46,19,26,37,58,33,32,23,40
Roanoke-Lynchburg VA,VA,573,2007,63,20,39,52,24,36,36,51,46
Roanoke-Lynchburg VA,VA,573,2008,62,21,33,41,50,30,60,53,25
Roanoke-Lynchburg VA,VA,573,2009,59,22,21,60,58,49,50,56,38
Roanoke-Lynchburg VA,VA,573,2010,61,40,28,40,31,31,66,40,48
Roanoke-Lynchburg VA,VA,573,2011,59,43,63,67,61,47,78,58,68
Roanoke-Lynchburg VA,VA,573,2012,61,44,78,66,57,58,76,65,63
Roanoke-Lynchburg VA,VA,573,2013,64,45,70,70,63,55,70,69,66
Roanoke-Lynchburg VA,VA,573,2014,30,16,21,34,19,17,20,28,24
Roanoke-Lynchburg VA,VA,573,2015,22,14,15,28,13,17,14,19,18
Roanoke-Lynchburg VA,VA,573,2016,66,52,63,83,78,54,74,63,66
Roanoke-Lynchburg VA,VA,573,2017,66,45,66,80,76,62,84,77,80
Rochester MN-Mason City IA-Austin MN,MN,611,2004,71,18,64,58,25,40,16,26,33
Rochester MN-Mason City IA-Austin MN,MN,611,2005,98,46,18,31,40,32,21,68,40
Rochester MN-Mason City IA-Austin MN,MN,611,2006,77,53,35,55,68,41,27,38,74
Rochester MN-Mason City IA-Austin MN,MN,611,2007,100,100,50,65,28,51,33,75,68
Rochester MN-Mason City IA-Austin MN,MN,611,2008,100,41,39,64,78,34,59,88,39
Rochester MN-Mason City IA-Austin MN,MN,611,2009,100,51,25,80,68,75,38,76,53
Rochester MN-Mason City IA-Austin MN,MN,611,2010,100,98,29,49,39,44,56,59,65
Rochester MN-Mason City IA-Austin MN,MN,611,2011,100,100,71,100,65,61,59,87,100
Rochester MN-Mason City IA-Austin MN,MN,611,2012,100,100,87,91,71,100,50,93,100
Rochester MN-Mason City IA-Austin MN,MN,611,2013,100,100,88,98,66,91,48,90,100
Rochester MN-Mason City IA-Austin MN,MN,611,2014,100,85,70,73,69,66,44,66,75
Rochester MN-Mason City IA-Austin MN,MN,611,2015,100,98,75,95,76,100,47,66,96
Rochester MN-Mason City IA-Austin MN,MN,611,2016,100,100,67,99,75,87,33,74,100
Rochester MN-Mason City IA-Austin MN,MN,611,2017,100,70,72,100,87,100,37,88,98
Rochester NY,NY,538,2004,43,6,49,33,14,27,14,13,29
Rochester NY,NY,538,2005,64,13,11,22,25,19,18,46,30
Rochester NY,NY,538,2006,53,15,26,36,47,24,21,24,36
Rochester NY,NY,538,2007,68,32,39,52,23,33,30,58,39
Rochester NY,NY,538,2008,69,22,30,46,60,26,57,68,24
Rochester NY,NY,538,2009,63,21,22,60,58,47,34,55,41
Rochester NY,NY,538,2010,68,43,29,38,32,29,50,43,42
Rochester NY,NY,538,2011,64,31,60,66,58,39,51,61,62
Rochester NY,NY,538,2012,68,40,71,60,62,57,48,58,66
Rochester NY,NY,538,2013,72,40,71,67,65,59,44,66,69
Rochester NY,NY,538,2014,82,37,63,71,64,55,47,62,67
Rochester NY,NY,538,2015,72,47,67,72,71,65,48,57,69
Rochester NY,NY,538,2016,70,36,58,74,68,52,41,61,67
Rochester NY,NY,538,2017,69,29,61,72,72,58,45,62,76
Rockford IL,IL,610,2004,52,10,53,42,10,31,13,20,55
Rockford IL,IL,610,2005,58,17,13,18,0,29,15,49,18
Rockford IL,IL,610,2006,44,22,19,43,13,34,39,27,27
Rockford IL,IL,610,2007,66,18,43,47,22,40,27,64,34
Rockford IL,IL,610,2008,71,9,29,44,66,29,40,75,29
Rockford IL,IL,610,2009,58,14,24,70,50,32,32,53,35
Rockford IL,IL,610,2010,59,56,26,45,35,30,58,42,57
Rockford IL,IL,610,2011,58,33,59,61,58,34,80,56,51
Rockford IL,IL,610,2012,62,31,68,67,69,58,62,64,61
Rockford IL,IL,610,2013,64,36,70,72,76,54,56,63,58
Rockford IL,IL,610,2014,78,40,68,78,74,41,54,54,64
Rockford IL,IL,610,2015,66,46,73,68,75,52,52,60,68
Rockford IL,IL,610,2016,71,38,64,78,78,46,45,58,61
Rockford IL,IL,610,2017,65,28,65,73,76,37,45,63,64
Sacramento-Stockton-Modesto CA,CA,862,2004,40,4,41,35,13,29,12,17,35
Sacramento-Stockton-Modesto CA,CA,862,2005,60,13,10,23,20,19,18,45,29
Sacramento-Stockton-Modesto CA,CA,862,2006,45,16,20,39,37,26,22,24,40
Sacramento-Stockton-Modesto CA,CA,862,2007,58,28,34,50,18,36,28,53,38
Sacramento-Stockton-Modesto CA,CA,862,2008,59,19,28,43,47,26,51,59,22
Sacramento-Stockton-Modesto CA,CA,862,2009,51,19,18,58,49,40,35,56,34
Sacramento-Stockton-Modesto CA,CA,862,2010,57,38,24,40,26,29,48,40,49
Sacramento-Stockton-Modesto CA,CA,862,2011,53,29,53,60,60,34,52,53,62
Sacramento-Stockton-Modesto CA,CA,862,2012,56,29,61,60,60,51,49,56,49
Sacramento-Stockton-Modesto CA,CA,862,2013,59,29,65,65,65,53,42,62,60
Sacramento-Stockton-Modesto CA,CA,862,2014,68,38,60,70,62,46,48,57,66
Sacramento-Stockton-Modesto CA,CA,862,2015,61,39,61,73,62,58,44,56,75
Sacramento-Stockton-Modesto CA,CA,862,2016,58,38,54,75,65,48,35,57,64
Sacramento-Stockton-Modesto CA,CA,862,2017,59,29,55,76,66,55,36,64,75
Salisbury MD,MD,576,2004,38,12,40,52,47,27,13,14,27
Salisbury MD,MD,576,2005,69,18,8,24,31,16,19,55,23
Salisbury MD,MD,576,2006,49,19,21,39,61,28,48,24,18
Salisbury MD,MD,576,2007,64,30,40,52,21,29,31,57,61
Salisbury MD,MD,576,2008,71,15,28,52,77,24,66,67,23
Salisbury MD,MD,576,2009,60,31,21,61,72,54,48,56,41
Salisbury MD,MD,576,2010,63,35,25,35,35,29,65,38,48
Salisbury MD,MD,576,2011,69,36,59,79,68,44,75,72,65
Salisbury MD,MD,576,2012,66,48,76,57,68,62,71,76,59
Salisbury MD,MD,576,2013,72,43,64,67,71,68,63,79,62
Salisbury MD,MD,576,2014,80,58,59,78,67,45,73,72,59
Salisbury MD,MD,576,2015,71,65,63,73,69,67,61,64,64
Salisbury MD,MD,576,2016,68,53,52,77,75,49,57,66,66
Salisbury MD,MD,576,2017,70,43,58,72,79,39,54,84,70
Salt Lake City UT,UT,770,2004,42,6,39,39,14,35,16,16,21
Salt Lake City UT,UT,770,2005,55,11,12,22,16,23,22,40,22
Salt Lake City UT,UT,770,2006,42,15,22,41,41,26,30,24,31
Salt Lake City UT,UT,770,2007,53,24,38,52,18,36,33,55,32
Salt Lake City UT,UT,770,2008,56,16,30,42,53,25,53,62,20
Salt Lake City UT,UT,770,2009,50,19,21,59,54,46,41,51,35
Salt Lake City UT,UT,770,2010,54,39,28,40,25,31,55,39,39
Salt Lake City UT,UT,770,2011,50,32,61,68,58,40,67,54,51
Salt Lake City UT,UT,770,2012,51,34,68,60,59,54,62,57,48
Salt Lake City UT,UT,770,2013,53,29,70,65,66,49,59,63,53
Salt Lake City UT,UT,770,2014,60,37,67,69,67,44,65,57,56
Salt Lake City UT,UT,770,2015,54,39,67,72,67,58,62,54,58
Salt Lake City UT,UT,770,2016,55,37,64,79,71,52,51,59,57
Salt Lake City UT,UT,770,2017,55,31,66,75,69,54,50,68,68
San Angelo TX,TX,661,2004,30,0,57,29,0,33,47,15,0
San Angelo TX,TX,661,2005,68,21,7,26,56,25,25,45,57
San Angelo TX,TX,661,2006,38,44,16,33,24,38,65,10,26
San Angelo TX,TX,661,2007,65,34,40,45,15,16,59,34,45
San Angelo TX,TX,661,2008,64,13,37,39,48,18,64,33,21
San Angelo TX,TX,661,2009,48,28,23,40,42,19,56,59,23
San Angelo TX,TX,661,2010,57,49,26,41,23,35,52,41,57
San Angelo TX,TX,661,2011,58,24,52,66,66,41,100,66,52
San Angelo TX,TX,661,2012,54,34,60,65,85,60,100,58,69
San Angelo TX,TX,661,2013,58,31,62,73,92,51,100,58,63
San Angelo TX,TX,661,2014,66,39,66,75,99,31,98,54,54
San Angelo TX,TX,661,2015,62,39,66,80,77,51,100,42,58
San Angelo TX,TX,661,2016,59,44,61,79,75,50,86,64,70
San Angelo TX,TX,661,2017,55,32,54,89,74,53,100,73,71
San Antonio TX,TX,641,2004,39,5,38,40,11,24,16,15,37
San Antonio TX,TX,641,2005,60,12,8,25,28,14,28,34,28
San Antonio TX,TX,641,2006,47,24,18,45,54,19,31,23,36
San Antonio TX,TX,641,2007,60,41,30,65,19,32,41,55,46
San Antonio TX,TX,641,2008,60,27,24,54,59,23,60,59,25
San Antonio TX,TX,641,2009,56,29,17,75,56,42,45,58,38
San Antonio TX,TX,641,2010,59,55,25,48,33,27,57,37,52
San Antonio TX,TX,641,2011,51,42,49,70,63,30,67,47,58
San Antonio TX,TX,641,2012,51,31,52,55,56,34,60,43,53
San Antonio TX,TX,641,2013,57,27,51,63,66,34,56,52,51
San Antonio TX,TX,641,2014,66,41,51,77,67,39,66,53,57
San Antonio TX,TX,641,2015,59,43,53,76,66,47,62,47,56
San Antonio TX,TX,641,2016,58,40,52,83,69,43,51,49,57
San Antonio TX,TX,641,2017,58,36,57,90,71,44,53,57,71
San Diego CA,CA,825,2004,42,5,31,29,11,22,14,15,29
San Diego CA,CA,825,2005,60,12,8,20,26,15,18,35,27
San Diego CA,CA,825,2006,45,16,17,33,41,22,24,19,32
San Diego CA,CA,825,2007,58,28,29,46,17,26,33,48,37
San Diego CA,CA,825,2008,60,18,25,39,48,22,51,53,23
San Diego CA,CA,825,2009,55,20,17,51,54,37,37,47,37
San Diego CA,CA,825,2010,59,43,23,38,27,29,50,34,53
San Diego CA,CA,825,2011,53,39,50,60,57,35,55,49,64
San Diego CA,CA,825,2012,56,41,57,58,58,46,50,51,50
San Diego CA,CA,825,2013,61,34,60,60,62,50,44,59,59
San Diego CA,CA,825,2014,67,42,55,65,61,45,48,51,60
San Diego CA,CA,825,2015,60,47,54,68,60,57,43,47,66
San Diego CA,CA,825,2016,61,50,53,77,64,52,39,52,66
San Diego CA,CA,825,2017,61,37,59,76,61,56,37,57,80
San Francisco-Oakland-San Jose CA,CA,807,2004,41,5,32,31,13,20,13,15,28
San Francisco-Oakland-San Jose CA,CA,807,2005,57,12,9,18,24,15,16,39,29
San Francisco-Oakland-San Jose CA,CA,807,2006,43,15,18,33,40,19,21,21,37
San Francisco-Oakland-San Jose CA,CA,807,2007,51,27,26,45,17,21,22,44,35
San Francisco-Oakland-San Jose CA,CA,807,2008,47,19,16,35,31,13,31,38,15
San Francisco-Oakland-San Jose CA,CA,807,2009,36,17,8,43,24,16,18,26,18
San Francisco-Oakland-San Jose CA,CA,807,2010,31,28,9,24,9,10,17,16,19
San Francisco-Oakland-San Jose CA,CA,807,2011,51,29,45,57,58,25,46,51,59
San Francisco-Oakland-San Jose CA,CA,807,2012,53,30,55,51,52,38,40,51,50
San Francisco-Oakland-San Jose CA,CA,807,2013,56,28,54,57,57,41,36,56,57
San Francisco-Oakland-San Jose CA,CA,807,2014,61,32,51,59,53,35,38,49,60
San Francisco-Oakland-San Jose CA,CA,807,2015,57,33,50,61,53,43,37,47,63
San Francisco-Oakland-San Jose CA,CA,807,2016,56,36,48,68,50,45,30,48,61
San Francisco-Oakland-San Jose CA,CA,807,2017,56,29,52,67,50,45,28,53,69
Santa Barbara-Santa Maria-San Luis Obispo CA,CA,855,2004,35,5,40,27,9,38,14,13,30
Santa Barbara-Santa Maria-San Luis Obispo CA,CA,855,2005,55,10,10,15,23,15,16,31,23
Santa Barbara-Santa Maria-San Luis Obispo CA,CA,855,2006,39,13,20,28,40,25,29,24,31
Santa Barbara-Santa Maria-San Luis Obispo CA,CA,855,2007,53,19,33,38,19,28,31,53,35
Santa Barbara-Santa Maria-San Luis Obispo CA,CA,855,2008,56,16,27,34,43,28,54,59,22
Santa Barbara-Santa Maria-San Luis Obispo CA,CA,855,2009,50,10,19,45,50,48,33,51,33
Santa Barbara-Santa Maria-San Luis Obispo CA,CA,855,2010,56,28,24,32,25,25,45,38,42
Santa Barbara-Santa Maria-San Luis Obispo CA,CA,855,2011,52,24,56,54,53,31,51,60,52
Santa Barbara-Santa Maria-San Luis Obispo CA,CA,855,2012,53,25,67,51,56,57,40,54,50
Santa Barbara-Santa Maria-San Luis Obispo CA,CA,855,2013,55,24,70,55,56,58,35,58,53
Santa Barbara-Santa Maria-San Luis Obispo CA,CA,855,2014,64,21,63,61,54,44,39,53,65
Santa Barbara-Santa Maria-San Luis Obispo CA,CA,855,2015,57,28,63,57,57,56,32,48,68
Santa Barbara-Santa Maria-San Luis Obispo CA,CA,855,2016,57,35,55,63,54,54,32,51,59
Santa Barbara-Santa Maria-San Luis Obispo CA,CA,855,2017,53,24,59,63,56,53,28,60,76
Savannah GA,GA,507,2004,43,11,37,26,10,45,28,17,43
Savannah GA,GA,507,2005,61,11,10,25,22,18,29,50,17
Savannah GA,GA,507,2006,48,23,24,35,46,29,30,31,37
Savannah GA,GA,507,2007,65,25,31,55,20,23,41,58,34
Savannah GA,GA,507,2008,61,24,30,44,44,20,61,60,18
Savannah GA,GA,507,2009,54,22,17,57,49,35,37,62,31
Savannah GA,GA,507,2010,60,50,24,41,29,37,56,45,38
Savannah GA,GA,507,2011,58,44,52,67,65,47,63,64,54
Savannah GA,GA,507,2012,60,41,67,60,62,58,53,65,56
Savannah GA,GA,507,2013,66,46,63,66,69,61,48,67,61
Savannah GA,GA,507,2014,73,46,60,64,70,51,54,64,62
Savannah GA,GA,507,2015,68,56,64,67,67,69,53,61,53
Savannah GA,GA,507,2016,65,45,57,70,71,46,47,62,54
Savannah GA,GA,507,2017,63,32,60,74,70,44,47,71,66
Seattle-Tacoma WA,WA,819,2004,42,4,39,33,13,26,15,15,32
Seattle-Tacoma WA,WA,819,2005,60,11,10,20,22,16,19,39,27
Seattle-Tacoma WA,WA,819,2006,45,14,19,33,40,20,25,21,35
Seattle-Tacoma WA,WA,819,2007,60,21,33,47,19,24,30,46,42
Seattle-Tacoma WA,WA,819,2008,59,13,29,39,43,18,51,56,23
Seattle-Tacoma WA,WA,819,2009,54,13,19,55,55,33,38,54,37
Seattle-Tacoma WA,WA,819,2010,58,29,25,35,27,23,50,38,44
Seattle-Tacoma WA,WA,819,2011,51,23,52,57,62,26,57,52,64
Seattle-Tacoma WA,WA,819,2012,53,22,61,52,60,36,51,54,65
Seattle-Tacoma WA,WA,819,2013,57,21,60,59,64,38,45,62,63
Seattle-Tacoma WA,WA,819,2014,64,23,56,62,61,34,50,55,63
Seattle-Tacoma WA,WA,819,2015,57,25,57,64,61,45,48,53,71
Seattle-Tacoma WA,WA,819,2016,58,28,53,72,63,43,42,54,67
Seattle-Tacoma WA,WA,819,2017,57,22,56,71,63,46,42,63,80
Sherman TX-Ada OK,OK,657,2004,48,22,48,41,43,38,26,16,50
Sherman TX-Ada OK,OK,657,2005,55,24,14,21,0,26,58,38,27
Sherman TX-Ada OK,OK,657,2006,53,72,28,32,50,19,16,13,13
Sherman TX-Ada OK,OK,657,2007,54,31,36,74,14,36,24,55,55
Sherman TX-Ada OK,OK,657,2008,59,26,32,48,74,33,40,91,11
Sherman TX-Ada OK,OK,657,2009,59,23,25,48,74,37,45,51,32
Sherman TX-Ada OK,OK,657,2010,63,69,35,44,19,28,70,48,49
Sherman TX-Ada OK,OK,657,2011,56,28,63,66,58,32,73,68,49
Sherman TX-Ada OK,OK,657,2012,59,39,75,63,63,42,63,64,68
Sherman TX-Ada OK,OK,657,2013,62,39,73,71,60,47,57,75,70
Sherman TX-Ada OK,OK,657,2014,68,47,66,79,74,53,74,64,65
Sherman TX-Ada OK,OK,657,2015,65,42,64,75,77,63,70,63,60
Sherman TX-Ada OK,OK,657,2016,63,46,68,81,79,41,56,73,67
Sherman TX-Ada OK,OK,657,2017,60,31,69,80,85,31,62,77,70
Shreveport LA,LA,612,2004,42,9,45,40,17,33,28,22,18
Shreveport LA,LA,612,2005,52,15,9,20,25,13,30,30,31
Shreveport LA,LA,612,2006,43,28,22,39,44,27,33,27,25
Shreveport LA,LA,612,2007,57,29,38,48,14,34,36,49,38
Shreveport LA,LA,612,2008,62,20,30,41,62,22,60,46,24
Shreveport LA,LA,612,2009,54,16,19,59,66,32,44,47,26
Shreveport LA,LA,612,2010,57,42,21,40,35,27,58,44,29
Shreveport LA,LA,612,2011,60,50,56,79,71,37,65,61,56
Shreveport LA,LA,612,2012,59,41,67,64,67,48,60,61,61
Shreveport LA,LA,612,2013,64,43,71,73,77,51,55,74,64
Shreveport LA,LA,612,2014,71,50,67,71,73,51,59,63,52
Shreveport LA,LA,612,2015,66,63,63,83,74,62,64,62,49
Shreveport LA,LA,612,2016,68,59,57,85,82,44,59,68,57
Shreveport LA,LA,612,2017,65,48,65,84,79,38,62,77,61
Sioux City IA,IA,624,2004,43,5,48,28,16,17,21,13,34
Sioux City IA,IA,624,2005,55,15,16,24,31,28,29,45,21
Sioux City IA,IA,624,2006,52,33,32,40,53,28,37,22,57
Sioux City IA,IA,624,2007,61,33,49,56,15,48,26,53,39
Sioux City IA,IA,624,2008,67,27,43,47,51,42,65,60,18
Sioux City IA,IA,624,2009,56,12,24,58,52,45,37,50,34
Sioux City IA,IA,624,2010,67,60,31,36,27,42,55,54,40
Sioux City IA,IA,624,2011,58,42,70,71,67,33,52,51,51
Sioux City IA,IA,624,2012,56,40,83,62,55,55,46,60,43
Sioux City IA,IA,624,2013,61,42,74,63,63,51,42,64,53
Sioux City IA,IA,624,2014,75,55,69,73,70,54,50,55,55
Sioux City IA,IA,624,2015,62,58,73,68,68,58,49,59,55
Sioux City IA,IA,624,2016,63,39,60,73,68,51,37,59,60
Sioux City IA,IA,624,2017,64,39,76,76,68,60,38,75,74
Sioux Falls(Mitchell) SD,SD,725,2004,49,7,64,46,12,47,16,14,38
Sioux Falls(Mitchell) SD,SD,725,2005,64,22,17,23,27,28,22,35,34
Sioux Falls(Mitchell) SD,SD,725,2006,51,19,30,45,53,30,32,26,60
Sioux Falls(Mitchell) SD,SD,725,2007,70,35,41,65,22,47,33,50,42
Sioux Falls(Mitchell) SD,SD,725,2008,67,17,35,52,69,31,53,60,28
Sioux Falls(Mitchell) SD,SD,725,2009,62,24,22,63,73,51,39,56,42
Sioux Falls(Mitchell) SD,SD,725,2010,71,63,29,48,36,33,50,45,53
Sioux Falls(Mitchell) SD,SD,725,2011,65,44,65,76,65,56,53,62,82
Sioux Falls(Mitchell) SD,SD,725,2012,69,58,75,77,66,69,46,66,66
Sioux Falls(Mitchell) SD,SD,725,2013,70,53,78,85,82,70,40,73,78
Sioux Falls(Mitchell) SD,SD,725,2014,79,52,69,89,71,59,49,70,85
Sioux Falls(Mitchell) SD,SD,725,2015,72,59,75,89,75,68,47,60,85
Sioux Falls(Mitchell) SD,SD,725,2016,66,56,68,89,76,68,36,71,78
Sioux Falls(Mitchell) SD,SD,725,2017,72,47,71,87,75,61,46,77,89
South Bend-Elkhart IN,IN,588,2004,43,2,41,36,14,28,12,14,14
South Bend-Elkhart IN,IN,588,2005,59,12,12,17,22,14,19,45,26
South Bend-Elkhart IN,IN,588,2006,52,9,24,32,50,29,25,25,42
South Bend-Elkhart IN,IN,588,2007,61,22,38,52,18,33,26,46,37
South Bend-Elkhart IN,IN,588,2008,64,19,32,43,45,22,54,52,25
South Bend-Elkhart IN,IN,588,2009,61,19,23,63,65,41,33,53,39
South Bend-Elkhart IN,IN,588,2010,67,49,28,40,29,36,46,44,49
South Bend-Elkhart IN,IN,588,2011,62,33,57,58,57,41,55,54,53
South Bend-Elkhart IN,IN,588,2012,61,42,68,58,61,57,45,54,54
South Bend-Elkhart IN,IN,588,2013,64,25,69,65,63,57,43,57,62
South Bend-Elkhart IN,IN,588,2014,75,40,67,69,64,47,46,55,66
South Bend-Elkhart IN,IN,588,2015,63,53,68,68,69,60,45,47,62
South Bend-Elkhart IN,IN,588,2016,66,45,63,80,69,54,37,54,60
South Bend-Elkhart IN,IN,588,2017,65,41,67,71,74,53,39,69,70
Spokane WA,WA,881,2004,44,6,49,46,10,30,16,17,34
Spokane WA,WA,881,2005,54,16,14,19,31,24,22,47,26
Spokane WA,WA,881,2006,43,18,21,33,41,28,25,23,31
Spokane WA,WA,881,2007,60,28,39,56,22,39,31,59,41
Spokane WA,WA,881,2008,60,16,32,45,43,25,56,66,24
Spokane WA,WA,881,2009,52,24,22,54,52,40,40,56,34
Spokane WA,WA,881,2010,55,39,27,40,27,32,62,39,41
Spokane WA,WA,881,2011,53,29,62,72,63,38,61,60,59
Spokane WA,WA,881,2012,57,37,73,63,57,61,51,65,68
Spokane WA,WA,881,2013,61,31,70,68,62,59,47,74,62
Spokane WA,WA,881,2014,68,37,67,73,62,54,53,64,66
Spokane WA,WA,881,2015,61,34,67,68,70,66,49,58,72
Spokane WA,WA,881,2016,62,36,63,79,69,52,45,67,68
Spokane WA,WA,881,2017,63,33,61,73,75,53,43,77,85
Springfield MO,MO,619,2004,44,6,47,34,17,43,15,16,24
Springfield MO,MO,619,2005,59,15,13,20,17,22,19,39,19
Springfield MO,MO,619,2006,46,18,24,38,34,29,27,23,28
Springfield MO,MO,619,2007,63,34,42,53,19,38,37,59,38
Springfield MO,MO,619,2008,59,16,36,44,58,33,55,60,20
Springfield MO,MO,619,2009,57,19,24,55,54,43,37,52,39
Springfield MO,MO,619,2010,66,37,29,38,27,34,51,47,43
Springfield MO,MO,619,2011,58,36,60,69,63,33,62,61,51
Springfield MO,MO,619,2012,61,35,74,65,71,48,60,66,61
Springfield MO,MO,619,2013,62,36,71,64,79,53,51,74,64
Springfield MO,MO,619,2014,72,45,69,74,73,48,59,71,68
Springfield MO,MO,619,2015,66,42,72,74,79,58,66,61,53
Springfield MO,MO,619,2016,65,42,65,76,80,55,57,72,62
Springfield MO,MO,619,2017,64,29,66,77,80,45,58,79,67
Springfield-Holyoke MA,MA,543,2004,44,8,50,33,14,34,26,18,40
Springfield-Holyoke MA,MA,543,2005,65,10,12,21,17,19,28,41,32
Springfield-Holyoke MA,MA,543,2006,48,15,23,36,57,30,40,22,44
Springfield-Holyoke MA,MA,543,2007,66,23,43,55,22,35,39,46,44
Springfield-Holyoke MA,MA,543,2008,61,19,34,42,58,26,73,61,23
Springfield-Holyoke MA,MA,543,2009,58,16,24,59,56,49,52,52,35
Springfield-Holyoke MA,MA,543,2010,60,38,32,36,31,38,64,35,50
Springfield-Holyoke MA,MA,543,2011,58,26,68,59,63,42,81,58,55
Springfield-Holyoke MA,MA,543,2012,60,34,79,56,64,47,75,59,59
Springfield-Holyoke MA,MA,543,2013,66,28,76,67,64,63,69,63,65
Springfield-Holyoke MA,MA,543,2014,74,43,75,73,63,63,78,59,70
Springfield-Holyoke MA,MA,543,2015,67,62,78,75,63,81,75,56,72
Springfield-Holyoke MA,MA,543,2016,71,56,70,78,70,73,67,62,71
Springfield-Holyoke MA,MA,543,2017,70,42,73,75,72,72,73,64,79
St. Joseph MO,MO,638,2004,46,11,70,28,23,58,0,17,26
St. Joseph MO,MO,638,2005,57,69,10,19,25,28,17,31,29
St. Joseph MO,MO,638,2006,48,31,26,34,70,43,26,21,37
St. Joseph MO,MO,638,2007,59,47,41,63,16,47,42,66,41
St. Joseph MO,MO,638,2008,58,38,41,60,41,33,45,64,19
St. Joseph MO,MO,638,2009,56,30,21,45,77,65,30,51,34
St. Joseph MO,MO,638,2010,61,52,28,38,33,49,73,54,46
St. Joseph MO,MO,638,2011,62,51,65,56,74,69,58,59,68
St. Joseph MO,MO,638,2012,61,76,76,59,62,63,59,63,78
St. Joseph MO,MO,638,2013,67,41,79,73,68,65,55,69,58
St. Joseph MO,MO,638,2014,82,64,77,71,91,31,68,65,72
St. Joseph MO,MO,638,2015,64,68,67,84,81,57,60,64,76
St. Joseph MO,MO,638,2016,64,57,64,69,70,58,43,65,77
St. Joseph MO,MO,638,2017,67,49,68,84,72,52,45,75,71
St. Louis MO,MO,609,2004,47,8,43,39,15,26,23,15,25
St. Louis MO,MO,609,2005,64,12,11,23,27,17,28,46,26
St. Louis MO,MO,609,2006,50,21,22,43,47,26,39,24,34
St. Louis MO,MO,609,2007,65,28,36,58,22,27,39,53,40
St. Louis MO,MO,609,2008,63,19,32,44,54,23,62,57,22
St. Louis MO,MO,609,2009,59,19,19,63,57,39,47,56,36
St. Louis MO,MO,609,2010,63,41,26,40,31,27,60,43,43
St. Louis MO,MO,609,2011,58,35,57,68,64,35,69,58,55
St. Louis MO,MO,609,2012,62,31,63,57,65,41,65,57,52
St. Louis MO,MO,609,2013,66,27,62,66,71,44,61,64,58
St. Louis MO,MO,609,2014,75,34,59,68,72,39,71,60,58
St. Louis MO,MO,609,2015,67,37,62,70,70,50,65,54,60
St. Louis MO,MO,609,2016,68,39,60,78,74,44,59,61,65
St. Louis MO,MO,609,2017,69,33,61,75,72,48,59,66,73
Syracuse NY,NY,555,2004,49,7,47,35,17,38,16,18,40
Syracuse NY,NY,555,2005,71,19,14,22,23,26,24,40,33
Syracuse NY,NY,555,2006,54,22,26,38,44,38,29,30,47
Syracuse NY,NY,555,2007,71,32,43,50,20,39,36,50,52
Syracuse NY,NY,555,2008,74,21,32,44,55,36,59,63,27
Syracuse NY,NY,555,2009,67,20,24,58,57,51,40,58,39
Syracuse NY,NY,555,2010,71,47,30,40,33,39,49,42,55
Syracuse NY,NY,555,2011,62,40,65,66,58,46,54,60,60
Syracuse NY,NY,555,2012,64,37,76,60,61,81,51,61,68
Syracuse NY,NY,555,2013,70,33,77,66,67,73,48,63,70
Syracuse NY,NY,555,2014,82,41,69,71,64,58,49,62,67
Syracuse NY,NY,555,2015,69,45,71,74,69,73,50,60,72
Syracuse NY,NY,555,2016,68,44,67,80,72,74,46,65,70
Syracuse NY,NY,555,2017,69,37,62,82,72,62,45,67,80
Tallahassee FL-Thomasville GA,GA,530,2004,45,13,45,37,16,36,13,18,37
Tallahassee FL-Thomasville GA,GA,530,2005,65,20,11,25,18,14,30,52,35
Tallahassee FL-Thomasville GA,GA,530,2006,52,28,23,47,57,38,38,28,41
Tallahassee FL-Thomasville GA,GA,530,2007,70,40,42,61,17,45,38,57,42
Tallahassee FL-Thomasville GA,GA,530,2008,68,20,32,48,49,31,62,67,26
Tallahassee FL-Thomasville GA,GA,530,2009,63,26,24,80,48,54,56,57,42
Tallahassee FL-Thomasville GA,GA,530,2010,72,53,31,52,25,43,68,35,62
Tallahassee FL-Thomasville GA,GA,530,2011,59,45,59,70,61,49,72,56,62
Tallahassee FL-Thomasville GA,GA,530,2012,61,47,72,67,59,66,75,55,51
Tallahassee FL-Thomasville GA,GA,530,2013,68,50,72,73,60,72,66,70,59
Tallahassee FL-Thomasville GA,GA,530,2014,74,55,62,75,59,64,76,65,64
Tallahassee FL-Thomasville GA,GA,530,2015,65,63,68,77,58,79,61,60,57
Tallahassee FL-Thomasville GA,GA,530,2016,66,54,67,83,68,60,54,67,58
Tallahassee FL-Thomasville GA,GA,530,2017,63,43,60,80,68,54,58,75,78
Tampa-St. Petersburg (Sarasota) FL,FL,539,2004,43,5,32,33,14,19,22,18,24
Tampa-St. Petersburg (Sarasota) FL,FL,539,2005,69,14,9,19,25,11,31,45,24
Tampa-St. Petersburg (Sarasota) FL,FL,539,2006,53,18,17,33,42,17,37,20,30
Tampa-St. Petersburg (Sarasota) FL,FL,539,2007,69,32,31,47,21,20,40,53,37
Tampa-St. Petersburg (Sarasota) FL,FL,539,2008,70,22,28,40,49,18,71,60,20
